surface_id,source,kind,current_text,decision,recommended_text,reason
responseFormat:ENERGY5:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,非常充足,PASS,非常充足,表达直接，可保留。
responseFormat:ACCEPT5:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,完全不能接受,PASS,完全不能接受,表达直接，可保留。
responseFormat:ACCEPT5:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,比较难接受,PASS,比较难接受,表达直接，可保留。
responseFormat:ACCEPT5:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于具体情况,PASS,取决于具体情况,表达直接，可保留。
responseFormat:ACCEPT5:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,大体可以接受,PASS,大体可以接受,表达直接，可保留。
responseFormat:ACCEPT5:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,完全可以接受,PASS,完全可以接受,表达直接，可保留。
responseFormat:HARDNESS5:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,可以认真协商,REWRITE,这件事可以好好商量,“硬条件/冲突”等研究分类语言改为用户自己的选择语言。
responseFormat:HARDNESS5:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,明显影响，但不一定因此停止,REWRITE,会让我犹豫，但不一定因此放弃,“硬条件/冲突”等研究分类语言改为用户自己的选择语言。
responseFormat:HARDNESS5:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,目前不确定,REWRITE,我现在还不确定,“硬条件/冲突”等研究分类语言改为用户自己的选择语言。
responseFormat:HARDNESS5:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,基本不能让步,REWRITE,我基本不能接受,“硬条件/冲突”等研究分类语言改为用户自己的选择语言。
responseFormat:HARDNESS5:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,明确硬条件 / 明确冲突,REWRITE,只要这一点不一致，我通常就不会继续,“硬条件/冲突”等研究分类语言改为用户自己的选择语言。
responseFormat:POSITION_CONFIDENCE5:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,几乎没想过，只是现在的直觉,PASS,几乎没想过，只是现在的直觉,表达直接，可保留。
responseFormat:POSITION_CONFIDENCE5:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有一点想法，但真实关系里可能会变,PASS,有一点想法，但真实关系里可能会变,表达直接，可保留。
responseFormat:POSITION_CONFIDENCE5:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有倾向，但还不算很确定,REWRITE,大概有个想法，但还不算确定,“有倾向”偏研究表达。
responseFormat:POSITION_CONFIDENCE5:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,比较确定,PASS,比较确定,表达直接，可保留。
responseFormat:POSITION_CONFIDENCE5:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,很确定，或过去经历也支持,PASS,很确定，或过去经历也支持,表达直接，可保留。
responseFormat:LEVEL5_IDEAL:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 1,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_IDEAL:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 2,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_IDEAL:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 3,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_IDEAL:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 4,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_IDEAL:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 5,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_ACCEPTABLE:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 1,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_ACCEPTABLE:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 2,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_ACCEPTABLE:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 3,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_ACCEPTABLE:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 4,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
responseFormat:LEVEL5_ACCEPTABLE:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,Level 5,BLOCKER_REPLACE_TASK_SPECIFIC,,Level 1–5 对用户没有含义；禁止作为通用选项直接显示。
AUT01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对于主要影响本人、不会明显改变共同生活的选择，你更希望默认规则是：,REWRITE,这类主要影响你自己、不会明显改变两个人生活的事，你更希望怎么决定？,当前表达包含研究/产品术语、抽象名词或不自然问卷腔。
AUT01:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,本人决定即可,REWRITE,自己决定就行,去掉内部/抽象词。
AUT01:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,本人决定，但应让伴侣知情,REWRITE,自己决定，但应该告诉伴侣,去掉内部/抽象词。
AUT01:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,认真讨论，但最终本人决定,REWRITE,认真聊过以后，最后还是自己决定,去掉内部/抽象词。
AUT01:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,最好双方达成一致,PASS,最好双方达成一致,表达直接，可保留。
AUT01:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,必须双方同意,PASS,必须双方同意,表达直接，可保留。
AUT02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果一方想换一份收入差不多、但本人更喜欢的工作，而这不会搬家或明显影响家庭时间，你认为：,PASS,如果一方想换一份收入差不多、但本人更喜欢的工作，而这不会搬家或明显影响家庭时间，你认为：,表达足够具体、接近日常语言。
AUT02:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,本人可以直接决定,REWRITE,自己可以直接决定,去掉内部/抽象词。
AUT02:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,应先和伴侣认真讨论，但最终本人决定,REWRITE,先和伴侣认真聊，但最后还是自己决定,去掉内部/抽象词。
AUT02:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,最好双方认可,PASS,最好双方认可,表达直接，可保留。
AUT02:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,只要伴侣强烈反对就不应换,PASS,只要伴侣强烈反对就不应换,表达直接，可保留。
AUT02:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于实际影响,PASS,取决于实际影响,表达直接，可保留。
AUT03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,伴侣不喜欢你的一项个人兴趣，但它没有明显伤害共同生活。你认为长期关系里：,PASS,伴侣不喜欢你的一项个人兴趣，但它没有明显伤害共同生活。你认为长期关系里：,表达足够具体、接近日常语言。
AUT03:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,本人应该可以继续,REWRITE,自己应该可以继续,去掉内部/抽象词。
AUT03:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,可以继续，但要照顾伴侣感受,PASS,可以继续，但要照顾伴侣感受,表达直接，可保留。
AUT03:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,应减少频率,PASS,应减少频率,表达直接，可保留。
AUT03:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,伴侣明显不喜欢就应停止,PASS,伴侣明显不喜欢就应停止,表达直接，可保留。
AUT03:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于兴趣具体内容,PASS,取决于兴趣具体内容,表达直接，可保留。
AUT04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,当伴侣非常不赞同你的某个个人决定时，你觉得“认真听取他的感受”和“必须按照他的意见做”之间应该有多清楚的边界？,REWRITE,伴侣很不同意你的一个个人决定时，你觉得最后应该怎么处理？,当前表达包含研究/产品术语、抽象名词或不自然问卷腔。
CA-B01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,我平时本来就是比较容易生气的人。,PASS,我平时本来就是比较容易生气的人。,表达足够具体、接近日常语言。
CA-B02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,生气时我会想通过吼叫、砸东西或威胁让对方停下来。,PASS,生气时我会想通过吼叫、砸东西或威胁让对方停下来。,表达足够具体、接近日常语言。
CA-B03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,即使还很平静，我也会尽量避免谈任何可能引起冲突的问题。,PASS,即使还很平静，我也会尽量避免谈任何可能引起冲突的问题。,表达足够具体、接近日常语言。
CA-B04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,我认为情侣吵架最好当天一定解决。,PASS,我认为情侣吵架最好当天一定解决。,表达足够具体、接近日常语言。
CA-B05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,争执结束后，我可能连续很多天在脑子里重复这件事。,PASS,争执结束后，我可能连续很多天在脑子里重复这件事。,表达足够具体、接近日常语言。
CA-S01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,伴侣认为你做某件事是不重视他，但你觉得自己的动机完全不是这样。你已经解释了两次，对方仍然不接受。,PASS,伴侣认为你做某件事是不重视他，但你觉得自己的动机完全不是这样。你已经解释了两次，对方仍然不接受。,表达足够具体、接近日常语言。
CA-S01.a,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,这种情况下你的情绪/内部激活可能有多高？,REWRITE,这种情况下，你的情绪会有多强？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S01.b,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时你觉得自己还能多有效地理解对方并组织自己的想法？,REWRITE,这时你还能不能听懂对方在说什么，也想清楚自己要说什么？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S01.b:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,几乎不能,PASS,几乎不能,表达直接，可保留。
CA-S01.b:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,比较困难,PASS,比较困难,表达直接，可保留。
CA-S01.b:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,一般,PASS,一般,表达直接，可保留。
CA-S01.b:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,大体还能,PASS,大体还能,表达直接，可保留。
CA-S01.b:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,基本可以,PASS,基本可以,表达直接，可保留。
CA-S01.c,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时最强的冲动更接近：,PASS,此时最强的冲动更接近：,表达直接，可保留。
CA-S01.c:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,继续解释 / 继续把问题说清楚,PASS,继续解释 / 继续把问题说清楚,表达直接，可保留。
CA-S01.c:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先暂停，让强度降下来,REWRITE,先停一会儿，让两个人都冷静一点,“让强度降下来”像模型描述。
CA-S01.c:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,直接结束这次讨论，不想再处理,PASS,直接结束这次讨论，不想再处理,表达直接，可保留。
CA-S01.c:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,没有明显单一冲动 / 看情况,PASS,没有明显单一冲动 / 看情况,表达直接，可保留。
CA-S02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,争论过程中，对方连续指出几件他长期不满意的事，而你本来以为今天只是在讨论其中一件。,PASS,争论过程中，对方连续指出几件他长期不满意的事，而你本来以为今天只是在讨论其中一件。,表达足够具体、接近日常语言。
CA-S02.a,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,这种情况下你的情绪/内部激活可能有多高？,REWRITE,这种情况下，你的情绪会有多强？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S02.b,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时你觉得自己还能多有效地理解对方并组织自己的想法？,REWRITE,这时你还能不能听懂对方在说什么，也想清楚自己要说什么？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S02.b:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,几乎不能,PASS,几乎不能,表达直接，可保留。
CA-S02.b:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,比较困难,PASS,比较困难,表达直接，可保留。
CA-S02.b:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,一般,PASS,一般,表达直接，可保留。
CA-S02.b:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,大体还能,PASS,大体还能,表达直接，可保留。
CA-S02.b:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,基本可以,PASS,基本可以,表达直接，可保留。
CA-S02.c,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时最强的冲动更接近：,PASS,此时最强的冲动更接近：,表达直接，可保留。
CA-S02.c:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,继续解释 / 继续把问题说清楚,PASS,继续解释 / 继续把问题说清楚,表达直接，可保留。
CA-S02.c:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先暂停，让强度降下来,REWRITE,先停一会儿，让两个人都冷静一点,“让强度降下来”像模型描述。
CA-S02.c:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,直接结束这次讨论，不想再处理,PASS,直接结束这次讨论，不想再处理,表达直接，可保留。
CA-S02.c:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,没有明显单一冲动 / 看情况,PASS,没有明显单一冲动 / 看情况,表达直接，可保留。
CA-S03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,一个问题已经讨论半小时，双方开始重复相同观点，没有辱骂或威胁，但情绪越来越强。,PASS,一个问题已经讨论半小时，双方开始重复相同观点，没有辱骂或威胁，但情绪越来越强。,表达足够具体、接近日常语言。
CA-S03.a,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时你继续有效交流的能力还有多少？,REWRITE,这时你还能不能把话继续说清楚？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S03.a:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,几乎没有,PASS,几乎没有,表达直接，可保留。
CA-S03.a:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,很低,PASS,很低,表达直接，可保留。
CA-S03.a:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,较低,PASS,较低,表达直接，可保留。
CA-S03.a:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,中等,PASS,中等,表达直接，可保留。
CA-S03.a:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,较高,PASS,较高,表达直接，可保留。
CA-S03.a:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,很高,PASS,很高,表达直接，可保留。
CA-S03.a:option:7,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,几乎不受影响,PASS,几乎不受影响,表达直接，可保留。
CA-S03.b,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时你最想做什么？,PASS,此时你最想做什么？,表达直接，可保留。
CA-S03.b:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,继续说，尽量当场说清,PASS,继续说，尽量当场说清,表达直接，可保留。
CA-S03.b:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,暂停十几到几十分钟,PASS,暂停十几到几十分钟,表达直接，可保留。
CA-S03.b:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,暂停几小时后再谈,PASS,暂停几小时后再谈,表达直接，可保留。
CA-S03.b:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,改到第二天再谈,PASS,改到第二天再谈,表达直接，可保留。
CA-S03.b:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,结束这个问题，不想再处理,PASS,结束这个问题，不想再处理,表达直接，可保留。
CA-S03.b:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于议题,PASS,取决于议题,表达直接，可保留。
CA-S04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对方明显提高音量，但没有辱骂、威胁或身体攻击。,PASS,对方明显提高音量，但没有辱骂、威胁或身体攻击。,表达足够具体、接近日常语言。
CA-S04.a,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,对方提高音量时，你自己的激活程度可能有多高？,REWRITE,对方提高音量时，你的情绪会有多强？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S04.b,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,此时继续理解内容、组织表达的难度有多大？,REWRITE,这时你还能不能听清对方的意思，也把自己的话想明白？,当前表达偏测量学/调查语言，改成直接问用户。
CA-S04.c,research/v3/normative/questionnaire_candidate_freeze.yaml,child_prompt,你最想做的下一步更接近：,PASS,你最想做的下一步更接近：,表达直接，可保留。
CA-S04.c:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,继续当场说清,PASS,继续当场说清,表达直接，可保留。
CA-S04.c:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,要求把音量降下来后继续,PASS,要求把音量降下来后继续,表达直接，可保留。
CA-S04.c:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先暂停,PASS,先暂停,表达直接，可保留。
CA-S04.c:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,直接结束这次讨论,PASS,直接结束这次讨论,表达直接，可保留。
CA-S04.c:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于具体问题,PASS,取决于具体问题,表达直接，可保留。
CA01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,和重要的人争执真正升级以后，我的情绪强度有时会上升得很快。,PASS,和重要的人争执真正升级以后，我的情绪强度有时会上升得很快。,表达足够具体、接近日常语言。
CA02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,原本只是一个具体问题，吵到后面时我有时会感觉整个人都被这场冲突带进去。,PASS,原本只是一个具体问题，吵到后面时我有时会感觉整个人都被这场冲突带进去。,表达足够具体、接近日常语言。
CA03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突越持续，我越容易进入一种“现在很难只是平静讨论事情”的状态。,PASS,冲突越持续，我越容易进入一种“现在很难只是平静讨论事情”的状态。,表达足够具体、接近日常语言。
CA04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,即使争执比较激烈，我通常仍能让自己的情绪维持在可以继续处理问题的范围。,PASS,即使争执比较激烈，我通常仍能让自己的情绪维持在可以继续处理问题的范围。,表达足够具体、接近日常语言。
CA05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突很激烈时，我会越来越难同时理解对方的意思和整理自己的想法。,PASS,冲突很激烈时，我会越来越难同时理解对方的意思和整理自己的想法。,表达足够具体、接近日常语言。
CA06,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,情绪上来以后，我有时会只抓住对方某一句话，很难再看整件事情。,PASS,情绪上来以后，我有时会只抓住对方某一句话，很难再看整件事情。,表达足够具体、接近日常语言。
CA07,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,争执升级时，我会比较容易把对方接下来的话都理解成在攻击或否定我。,PASS,争执升级时，我会比较容易把对方接下来的话都理解成在攻击或否定我。,表达足够具体、接近日常语言。
CA08,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,即使我很生气，我通常仍能区分“我不喜欢他这句话”和“他整个人都在针对我”。,PASS,即使我很生气，我通常仍能区分“我不喜欢他这句话”和“他整个人都在针对我”。,表达足够具体、接近日常语言。
CA09,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,争执持续到一定程度后，就算对方继续解释，我可能已经很难真正吸收他说的内容。,PASS,争执持续到一定程度后，就算对方继续解释，我可能已经很难真正吸收他说的内容。,表达足够具体、接近日常语言。
CA10,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突中如果信息一下很多，我会明显需要一点时间才能整理清楚自己究竟想说什么。,PASS,冲突中如果信息一下很多，我会明显需要一点时间才能整理清楚自己究竟想说什么。,表达足够具体、接近日常语言。
CA11,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,有些争执里，我后来会发现自己当时其实没有完整听进去对方说了什么。,PASS,有些争执里，我后来会发现自己当时其实没有完整听进去对方说了什么。,表达足够具体、接近日常语言。
CA12,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,情绪很强时，我当场做出的理解和判断，事后有时会明显改变。,PASS,情绪很强时，我当场做出的理解和判断，事后有时会明显改变。,表达足够具体、接近日常语言。
